time,66.64,67.62,68.6,69.58,70.56,71.54,72.52,73.5,74.48,75.46,76.44,77.42,78.4,79.38,80.36,81.34,82.32,83.3,84.28,85.26,86.24,87.22,88.2,89.18,90.16,91.14,92.12,93.1,94.08,95.06,96.04,97.02,98,98.98,99.96,100.94,101.92,102.9,103.88,104.86,105.84,106.82,107.8,108.78,109.76,110.74,111.72,112.7,113.68
31.15,4.676048,9.352097,17.145511,23.380242,21.821559,23.380242,28.056291,26.497608,24.938925,24.938925,35.849705,32.732339,35.849705,40.525753,35.849705,37.408388,38.96707,38.96707,40.525753,42.084436,40.525753,35.849705,35.849705,42.084436,43.643119,43.643119,42.084436,42.084436,37.408388,40.525753,45.201802,48.319167,35.849705,32.732339,35.849705,42.084436,42.084436,42.084436,43.643119,43.643119,43.643119,43.643119,38.96707,38.96707,32.732339,31.173656,38.96707,35.849705,35.849705
31.200001,-17.145511,-9.352097,-12.469463,-14.028145,-1.558683,9.352097,9.352097,9.352097,12.469463,14.028145,14.028145,21.821559,26.497608,28.056291,23.380242,21.821559,21.821559,23.380242,26.497608,29.614974,28.056291,31.173656,34.291022,35.849705,31.173656,29.614974,37.408388,38.96707,38.96707,42.084436,35.849705,38.96707,37.408388,32.732339,34.291022,40.525753,38.96707,35.849705,37.408388,37.408388,32.732339,29.614974,29.614974,35.849705,29.614974,28.056291,35.849705,35.849705,38.96707
31.25,-46.760485,-38.96707,-32.732339,-29.614974,-28.056291,-15.586828,-14.028145,-12.469463,-12.469463,-10.91078,-15.586828,-7.793414,7.793414,10.91078,6.234731,9.352097,9.352097,9.352097,7.793414,10.91078,9.352097,9.352097,15.586828,21.821559,20.262877,18.704194,23.380242,28.056291,29.614974,32.732339,31.173656,31.173656,28.056291,28.056291,31.173656,37.408388,34.291022,28.056291,28.056291,29.614974,31.173656,35.849705,31.173656,26.497608,24.938925,35.849705,23.380242,23.380242,24.938925
31.299999,-59.229947,-54.553899,-49.87785,-52.995216,-46.760485,-37.408388,-37.408388,-29.614974,-23.380242,-24.938925,-24.938925,-23.380242,-18.704194,-14.028145,-12.469463,-14.028145,-14.028145,-6.234731,-4.676048,-1.558683,-1.558683,-1.558683,6.234731,3.117366,7.793414,9.352097,14.028145,9.352097,9.352097,14.028145,17.145511,14.028145,-6.234731,17.145511,18.704194,14.028145,17.145511,15.586828,15.586828,14.028145,21.821559,24.938925,17.145511,17.145511,15.586828,20.262877,17.145511,17.145511,17.145511
31.35,-67.023361,-67.023361,-56.112581,-62.347313,-63.905996,-62.347313,-59.229947,-51.436533,-48.319167,-43.643119,-40.525753,-42.084436,-40.525753,-38.96707,-40.525753,-40.525753,-32.732339,-31.173656,-29.614974,-18.704194,-28.056291,-24.938925,-17.145511,-14.028145,-14.028145,-17.145511,-14.028145,-9.352097,-9.352097,-21.821559,-14.028145,-15.586828,-18.704194,-17.145511,-6.234731,-3.117366,-3.117366,-6.234731,-6.234731,1.558683,7.793414,9.352097,6.234731,-3.117366,3.117366,6.234731,1.558683,4.676048,6.234731
31.4,-81.051507,-85.727555,-68.582044,-68.582044,-71.69941,-74.816775,-68.582044,-74.816775,-70.140727,-62.347313,-59.229947,-67.023361,-65.464678,-59.229947,-56.112581,-38.96707,-43.643119,-48.319167,-45.201802,-42.084436,-40.525753,-37.408388,-42.084436,-32.732339,-32.732339,-32.732339,-35.849705,-34.291022,-28.056291,-21.821559,-21.821559,-20.262877,-24.938925,-26.497608,-17.145511,-12.469463,-17.145511,-17.145511,-23.380242,-20.262877,-15.586828,-15.586828,-21.821559,-17.145511,-14.028145,-18.704194,-17.145511,-10.91078,-10.91078
31.450001,-77.934141,-74.816775,-77.934141,-82.610189,-71.69941,-74.816775,-76.375458,-63.905996,-73.258092,-74.816775,-70.140727,-63.905996,-68.582044,-71.69941,-67.023361,-74.816775,-60.78863,-56.112581,-54.553899,-59.229947,-63.905996,-60.78863,-62.347313,-63.905996,-51.436533,-43.643119,-43.643119,-43.643119,-38.96707,-37.408388,-35.849705,-40.525753,-43.643119,-34.291022,-32.732339,-37.408388,-40.525753,-31.173656,-31.173656,-28.056291,-24.938925,-20.262877,-21.821559,-24.938925,-24.938925,-23.380242,-20.262877,-21.821559,-23.380242
31.5,-67.023361,-62.347313,-65.464678,-76.375458,-74.816775,-71.69941,-68.582044,-71.69941,-74.816775,-76.375458,-77.934141,-76.375458,-71.69941,-68.582044,-71.69941,-82.610189,-74.816775,-63.905996,-67.023361,-67.023361,-60.78863,-59.229947,-59.229947,-54.553899,-48.319167,-56.112581,-59.229947,-51.436533,-46.760485,-56.112581,-56.112581,-56.112581,-52.995216,-48.319167,-43.643119,-43.643119,-51.436533,-48.319167,-49.87785,-45.201802,-40.525753,-40.525753,-40.525753,-35.849705,-31.173656,-28.056291,-32.732339,-37.408388,-34.291022
31.549999,-48.319167,-51.436533,-59.229947,-60.78863,-54.553899,-51.436533,-56.112581,-57.671264,-59.229947,-57.671264,-56.112581,-57.671264,-60.78863,-60.78863,-59.229947,-62.347313,-62.347313,-56.112581,-60.78863,-70.140727,-59.229947,-62.347313,-57.671264,-56.112581,-59.229947,-59.229947,-59.229947,-51.436533,-49.87785,-56.112581,-56.112581,-56.112581,-56.112581,-56.112581,-51.436533,-48.319167,-54.553899,-56.112581,-51.436533,-42.084436,-40.525753,-43.643119,-43.643119,-42.084436,-42.084436,-45.201802,-43.643119,-46.760485,-43.643119
31.6,-32.732339,-35.849705,-37.408388,-35.849705,-35.849705,-40.525753,-40.525753,-48.319167,-48.319167,-40.525753,-40.525753,-46.760485,-48.319167,-51.436533,-56.112581,-51.436533,-54.553899,-54.553899,-56.112581,-51.436533,-52.995216,-40.525753,-40.525753,-40.525753,-43.643119,-43.643119,-43.643119,-46.760485,-54.553899,-56.112581,-51.436533,-48.319167,-42.084436,-45.201802,-46.760485,-43.643119,-48.319167,-48.319167,-51.436533,-49.87785,-49.87785,-45.201802,-48.319167,-45.201802,-46.760485,-45.201802,-45.201802,-35.849705,-38.96707
31.65,-14.028145,-14.028145,-20.262877,-20.262877,-18.704194,-17.145511,-17.145511,-24.938925,-26.497608,-28.056291,-26.497608,-28.056291,-29.614974,-35.849705,-35.849705,-35.849705,-35.849705,-43.643119,-38.96707,-32.732339,-34.291022,-38.96707,-43.643119,-43.643119,-40.525753,-43.643119,-46.760485,-43.643119,-40.525753,-38.96707,-37.408388,-40.525753,-37.408388,-35.849705,-42.084436,-45.201802,-43.643119,-40.525753,-45.201802,-43.643119,-42.084436,-35.849705,-32.732339,-32.732339,-37.408388,-32.732339,-43.643119,-45.201802,-48.319167
31.700001,17.145511,15.586828,17.145511,17.145511,14.028145,14.028145,-3.117366,-4.676048,-7.793414,-9.352097,-10.91078,-14.028145,-17.145511,-12.469463,-17.145511,-20.262877,-17.145511,-17.145511,-21.821559,-17.145511,-21.821559,-24.938925,-26.497608,-32.732339,-24.938925,-21.821559,-23.380242,-23.380242,-24.938925,-31.173656,-31.173656,-26.497608,-31.173656,-26.497608,-28.056291,-29.614974,-29.614974,-32.732339,-24.938925,-24.938925,-24.938925,-31.173656,-28.056291,-29.614974,-28.056291,-26.497608,-28.056291,-20.262877,-28.056291
31.75,32.732339,37.408388,46.760485,23.380242,23.380242,21.821559,12.469463,14.028145,17.145511,17.145511,21.821559,4.676048,6.234731,14.028145,7.793414,4.676048,-1.558683,4.676048,-1.558683,-7.793414,-4.676048,-9.352097,-1.558683,-9.352097,-14.028145,-14.028145,-14.028145,-14.028145,-14.028145,-12.469463,-12.469463,-9.352097,-7.793414,-15.586828,-15.586828,-12.469463,-9.352097,-9.352097,-12.469463,-18.704194,-26.497608,-24.938925,-18.704194,-18.704194,-10.91078,-12.469463,-20.262877,-28.056291,-15.586828
31.799999,63.905996,49.87785,54.553899,54.553899,40.525753,40.525753,37.408388,42.084436,38.96707,37.408388,38.96707,24.938925,20.262877,24.938925,21.821559,18.704194,17.145511,17.145511,14.028145,9.352097,14.028145,12.469463,18.704194,14.028145,10.91078,6.234731,4.676048,6.234731,6.234731,7.793414,7.793414,6.234731,6.234731,-1.558683,-1.558683,0,9.352097,10.91078,-4.676048,-7.793414,-9.352097,-12.469463,-10.91078,-1.558683,-9.352097,-10.91078,-14.028145,-14.028145,-12.469463
31.85,74.816775,63.905996,65.464678,63.905996,57.671264,52.995216,49.87785,51.436533,46.760485,43.643119,38.96707,35.849705,32.732339,37.408388,37.408388,29.614974,32.732339,32.732339,31.173656,24.938925,28.056291,28.056291,28.056291,21.821559,24.938925,17.145511,18.704194,18.704194,15.586828,14.028145,14.028145,20.262877,14.028145,15.586828,14.028145,10.91078,12.469463,14.028145,17.145511,17.145511,9.352097,9.352097,9.352097,7.793414,6.234731,3.117366,7.793414,9.352097,7.793414
31.9,81.051507,63.905996,71.69941,71.69941,65.464678,56.112581,51.436533,56.112581,60.78863,52.995216,46.760485,43.643119,43.643119,40.525753,38.96707,37.408388,38.96707,37.408388,35.849705,34.291022,35.849705,37.408388,32.732339,32.732339,29.614974,28.056291,21.821559,24.938925,28.056291,28.056291,23.380242,21.821559,28.056291,24.938925,24.938925,24.938925,24.938925,21.821559,21.821559,23.380242,15.586828,14.028145,15.586828,18.704194,17.145511,15.586828,14.028145,12.469463,14.028145
31.950001,68.582044,77.934141,71.69941,71.69941,71.69941,63.905996,59.229947,48.319167,54.553899,59.229947,56.112581,48.319167,49.87785,45.201802,49.87785,49.87785,45.201802,40.525753,35.849705,43.643119,45.201802,40.525753,42.084436,40.525753,28.056291,28.056291,26.497608,32.732339,35.849705,38.96707,31.173656,32.732339,32.732339,28.056291,24.938925,24.938925,21.821559,23.380242,20.262877,21.821559,15.586828,18.704194,23.380242,18.704194,17.145511,14.028145,14.028145,20.262877,17.145511
32,68.582044,68.582044,67.023361,68.582044,62.347313,56.112581,57.671264,59.229947,65.464678,63.905996,57.671264,56.112581,56.112581,56.112581,59.229947,56.112581,43.643119,46.760485,43.643119,38.96707,42.084436,40.525753,37.408388,32.732339,40.525753,29.614974,28.056291,29.614974,32.732339,29.614974,32.732339,32.732339,28.056291,24.938925,26.497608,31.173656,34.291022,28.056291,23.380242,21.821559,21.821559,23.380242,24.938925,23.380242,21.821559,23.380242,28.056291,28.056291,24.938925
32.049999,56.112581,46.760485,57.671264,57.671264,60.78863,51.436533,51.436533,54.553899,52.995216,52.995216,56.112581,60.78863,56.112581,46.760485,45.201802,51.436533,40.525753,43.643119,48.319167,51.436533,46.760485,43.643119,40.525753,38.96707,40.525753,35.849705,43.643119,37.408388,34.291022,31.173656,32.732339,37.408388,37.408388,38.96707,37.408388,34.291022,32.732339,32.732339,32.732339,34.291022,32.732339,34.291022,32.732339,28.056291,31.173656,32.732339,29.614974,32.732339,32.732339
32.099998,29.614974,35.849705,32.732339,37.408388,38.96707,37.408388,38.96707,46.760485,48.319167,38.96707,35.849705,38.96707,40.525753,38.96707,43.643119,43.643119,40.525753,40.525753,48.319167,48.319167,40.525753,37.408388,40.525753,43.643119,48.319167,46.760485,42.084436,40.525753,40.525753,37.408388,31.173656,29.614974,34.291022,35.849705,38.96707,38.96707,35.849705,37.408388,34.291022,32.732339,35.849705,32.732339,32.732339,31.173656,31.173656,31.173656,32.732339,37.408388,37.408388
32.150002,17.145511,15.586828,17.145511,18.704194,18.704194,26.497608,21.821559,28.056291,28.056291,28.056291,31.173656,32.732339,37.408388,35.849705,32.732339,35.849705,35.849705,37.408388,40.525753,42.084436,40.525753,40.525753,40.525753,40.525753,40.525753,42.084436,37.408388,35.849705,43.643119,46.760485,45.201802,40.525753,38.96707,35.849705,35.849705,40.525753,43.643119,43.643119,45.201802,32.732339,32.732339,35.849705,38.96707,37.408388,42.084436,38.96707,38.96707,32.732339,28.056291
32.200001,-14.028145,-9.352097,-3.117366,0,1.558683,4.676048,9.352097,14.028145,14.028145,-1.558683,17.145511,21.821559,21.821559,20.262877,21.821559,21.821559,23.380242,32.732339,35.849705,32.732339,32.732339,32.732339,21.821559,28.056291,32.732339,40.525753,35.849705,37.408388,35.849705,32.732339,32.732339,32.732339,35.849705,37.408388,37.408388,35.849705,37.408388,35.849705,31.173656,37.408388,35.849705,32.732339,32.732339,35.849705,29.614974,24.938925,28.056291,35.849705,40.525753
32.25,-42.084436,-45.201802,-32.732339,-32.732339,-21.821559,-17.145511,-21.821559,-17.145511,-17.145511,-17.145511,-23.380242,1.558683,4.676048,7.793414,1.558683,3.117366,10.91078,14.028145,14.028145,20.262877,20.262877,20.262877,15.586828,15.586828,17.145511,21.821559,26.497608,26.497608,34.291022,29.614974,26.497608,24.938925,28.056291,28.056291,29.614974,26.497608,28.056291,29.614974,29.614974,29.614974,35.849705,34.291022,34.291022,31.173656,24.938925,24.938925,26.497608,35.849705,26.497608
32.299999,-51.436533,-54.553899,-51.436533,-48.319167,-35.849705,-32.732339,-32.732339,-32.732339,-34.291022,-31.173656,-28.056291,-20.262877,-15.586828,-17.145511,-17.145511,-17.145511,-9.352097,-9.352097,-9.352097,-3.117366,-1.558683,-3.117366,1.558683,6.234731,1.558683,6.234731,6.234731,9.352097,7.793414,12.469463,9.352097,-3.117366,18.704194,18.704194,20.262877,20.262877,17.145511,18.704194,21.821559,17.145511,14.028145,21.821559,23.380242,21.821559,24.938925,17.145511,20.262877,17.145511,18.704194
32.349998,-67.023361,-62.347313,-63.905996,-62.347313,-56.112581,-56.112581,-52.995216,-56.112581,-51.436533,-42.084436,-38.96707,-40.525753,-43.643119,-43.643119,-32.732339,-32.732339,-29.614974,-28.056291,-29.614974,-26.497608,-20.262877,-17.145511,-14.028145,-12.469463,-17.145511,-17.145511,-15.586828,-10.91078,-14.028145,-1.558683,1.558683,1.558683,1.558683,-1.558683,1.558683,3.117366,-6.234731,6.234731,9.352097,6.234731,6.234731,6.234731,7.793414,12.469463,10.91078,4.676048,1.558683,7.793414,9.352097
32.400002,-67.023361,-71.69941,-67.023361,-71.69941,-73.258092,-74.816775,-74.816775,-71.69941,-67.023361,-63.905996,-63.905996,-65.464678,-54.553899,-54.553899,-54.553899,-52.995216,-52.995216,-46.760485,-38.96707,-43.643119,-40.525753,-38.96707,-43.643119,-38.96707,-38.96707,-45.201802,-42.084436,-37.408388,-24.938925,-28.056291,-21.821559,-24.938925,-20.262877,-18.704194,-23.380242,-24.938925,-28.056291,-26.497608,-24.938925,-21.821559,-17.145511,-18.704194,-17.145511,-14.028145,-10.91078,-14.028145,-14.028145,-17.145511,-14.028145
32.450001,-81.051507,-74.816775,-71.69941,-71.69941,-70.140727,-73.258092,-67.023361,-71.69941,-76.375458,-68.582044,-68.582044,-71.69941,-74.816775,-71.69941,-67.023361,-68.582044,-62.347313,-54.553899,-56.112581,-62.347313,-63.905996,-63.905996,-67.023361,-52.995216,-51.436533,-46.760485,-43.643119,-48.319167,-40.525753,-38.96707,-32.732339,-34.291022,-31.173656,-43.643119,-42.084436,-37.408388,-35.849705,-28.056291,-31.173656,-26.497608,-24.938925,-31.173656,-32.732339,-35.849705,-37.408388,-28.056291,-26.497608,-20.262877,-21.821559
32.5,-77.934141,-70.140727,-71.69941,-71.69941,-68.582044,-65.464678,-59.229947,-67.023361,-67.023361,-74.816775,-77.934141,-67.023361,-74.816775,-74.816775,-71.69941,-67.023361,-67.023361,-67.023361,-65.464678,-67.023361,-65.464678,-63.905996,-63.905996,-56.112581,-59.229947,-63.905996,-65.464678,-65.464678,-60.78863,-59.229947,-63.905996,-60.78863,-46.760485,-49.87785,-51.436533,-43.643119,-38.96707,-40.525753,-42.084436,-43.643119,-35.849705,-32.732339,-35.849705,-34.291022,-32.732339,-46.760485,-35.849705,-37.408388,-38.96707
32.549999,-43.643119,-60.78863,-59.229947,-62.347313,-63.905996,-65.464678,-62.347313,-57.671264,-56.112581,-62.347313,-60.78863,-59.229947,-70.140727,-71.69941,-59.229947,-67.023361,-67.023361,-63.905996,-63.905996,-63.905996,-57.671264,-63.905996,-62.347313,-62.347313,-63.905996,-62.347313,-59.229947,-54.553899,-43.643119,-56.112581,-63.905996,-63.905996,-56.112581,-51.436533,-49.87785,-52.995216,-49.87785,-56.112581,-43.643119,-40.525753,-45.201802,-40.525753,-43.643119,-48.319167,-46.760485,-40.525753,-38.96707,-37.408388,-38.96707
32.599998,-34.291022,-31.173656,-45.201802,-34.291022,-40.525753,-43.643119,-48.319167,-49.87785,-51.436533,-48.319167,-56.112581,-56.112581,-46.760485,-48.319167,-52.995216,-57.671264,-56.112581,-51.436533,-49.87785,-54.553899,-54.553899,-46.760485,-46.760485,-48.319167,-51.436533,-52.995216,-51.436533,-52.995216,-49.87785,-51.436533,-51.436533,-48.319167,-49.87785,-49.87785,-43.643119,-46.760485,-48.319167,-51.436533,-45.201802,-42.084436,-43.643119,-49.87785,-56.112581,-51.436533,-43.643119,-51.436533,-51.436533,-51.436533,-45.201802
32.650002,-10.91078,-14.028145,-15.586828,-18.704194,-18.704194,-21.821559,-26.497608,-32.732339,-29.614974,-32.732339,-31.173656,-31.173656,-31.173656,-40.525753,-40.525753,-34.291022,-35.849705,-35.849705,-32.732339,-38.96707,-42.084436,-42.084436,-43.643119,-43.643119,-48.319167,-48.319167,-45.201802,-43.643119,-43.643119,-32.732339,-37.408388,-35.849705,-35.849705,-48.319167,-43.643119,-43.643119,-48.319167,-45.201802,-40.525753,-37.408388,-38.96707,-37.408388,-40.525753,-40.525753,-43.643119,-42.084436,-38.96707,-35.849705,-40.525753
32.700001,10.91078,14.028145,14.028145,12.469463,23.380242,4.676048,-6.234731,-9.352097,-9.352097,-9.352097,-12.469463,-10.91078,-14.028145,-14.028145,-20.262877,-18.704194,-17.145511,-12.469463,-17.145511,-24.938925,-24.938925,-21.821559,-18.704194,-17.145511,-17.145511,-24.938925,-24.938925,-28.056291,-26.497608,-32.732339,-31.173656,-24.938925,-26.497608,-26.497608,-28.056291,-26.497608,-28.056291,-31.173656,-32.732339,-34.291022,-32.732339,-24.938925,-24.938925,-26.497608,-26.497608,-29.614974,-32.732339,-28.056291,-26.497608
32.75,35.849705,31.173656,35.849705,32.732339,24.938925,20.262877,18.704194,17.145511,17.145511,17.145511,15.586828,9.352097,6.234731,4.676048,4.676048,6.234731,4.676048,6.234731,6.234731,-6.234731,-9.352097,-12.469463,-12.469463,-14.028145,-15.586828,-14.028145,-10.91078,-10.91078,-14.028145,-14.028145,-21.821559,-14.028145,-14.028145,-12.469463,-14.028145,-17.145511,-21.821559,-21.821559,-17.145511,-18.704194,-21.821559,-21.821559,-24.938925,-24.938925,-21.821559,-21.821559,-21.821559,-18.704194,-21.821559
32.799999,63.905996,65.464678,57.671264,46.760485,40.525753,45.201802,42.084436,40.525753,35.849705,35.849705,35.849705,34.291022,26.497608,28.056291,23.380242,24.938925,21.821559,14.028145,14.028145,15.586828,14.028145,14.028145,9.352097,15.586828,6.234731,7.793414,14.028145,9.352097,14.028145,6.234731,3.117366,0,3.117366,1.558683,-7.793414,-6.234731,-1.558683,1.558683,0,-3.117366,-10.91078,-12.469463,-14.028145,-10.91078,-9.352097,-12.469463,-9.352097,-6.234731,-4.676048
32.849998,70.140727,59.229947,63.905996,40.525753,46.760485,49.87785,56.112581,52.995216,48.319167,40.525753,43.643119,38.96707,38.96707,40.525753,42.084436,35.849705,40.525753,31.173656,31.173656,29.614974,26.497608,24.938925,24.938925,20.262877,17.145511,20.262877,17.145511,17.145511,17.145511,17.145511,17.145511,20.262877,17.145511,15.586828,17.145511,23.380242,9.352097,6.234731,10.91078,14.028145,14.028145,14.028145,4.676048,6.234731,9.352097,4.676048,6.234731,9.352097,10.91078
32.900002,71.69941,67.023361,67.023361,63.905996,62.347313,67.023361,65.464678,54.553899,60.78863,48.319167,51.436533,52.995216,51.436533,43.643119,40.525753,37.408388,35.849705,35.849705,37.408388,40.525753,37.408388,26.497608,28.056291,28.056291,28.056291,24.938925,29.614974,28.056291,28.056291,26.497608,24.938925,23.380242,24.938925,21.821559,20.262877,17.145511,17.145511,14.028145,14.028145,21.821559,20.262877,15.586828,9.352097,9.352097,10.91078,7.793414,14.028145,15.586828,17.145511
32.950001,65.464678,73.258092,68.582044,67.023361,65.464678,62.347313,59.229947,59.229947,52.995216,63.905996,63.905996,65.464678,49.87785,49.87785,43.643119,48.319167,43.643119,40.525753,43.643119,43.643119,43.643119,48.319167,38.96707,32.732339,28.056291,31.173656,31.173656,31.173656,28.056291,26.497608,24.938925,31.173656,31.173656,28.056291,32.732339,29.614974,20.262877,17.145511,21.821559,24.938925,14.028145,17.145511,14.028145,20.262877,20.262877,21.821559,21.821559,21.821559,24.938925
33,56.112581,62.347313,68.582044,67.023361,65.464678,60.78863,67.023361,73.258092,67.023361,67.023361,63.905996,49.87785,49.87785,45.201802,43.643119,45.201802,45.201802,48.319167,48.319167,43.643119,46.760485,37.408388,32.732339,34.291022,32.732339,35.849705,35.849705,43.643119,37.408388,29.614974,28.056291,35.849705,32.732339,29.614974,28.056291,28.056291,26.497608,28.056291,32.732339,35.849705,23.380242,17.145511,17.145511,20.262877,17.145511,20.262877,24.938925,26.497608,20.262877
